"콘텐츠분류";"제목";"지번주소";"도로명주소";"위도";"경도"
"숙박";"달빛정원게스트하우스";"제주특별자치도 서귀포시 남원읍 태흥리 1342-1";"제주특별자치도 서귀포시 남원읍 태위로852번길 7";33.283443;126.737625
"숙박";"너를만나행복해";"제주특별자치도 제주시 구좌읍 하도리 3209-3";"제주특별자치도 제주시 구좌읍 면수2길 7";33.522026;126.86841
"숙박";"동네형들게스트하우스";"제주특별자치도 서귀포시 성산읍 고성리 198";"제주특별자치도 서귀포시 성산읍 신양로122번길 30-8";33.43624;126.92086
"숙박";"스테이지게스트하우스";"제주특별자치도 제주시 구좌읍 종달리 611";"제주특별자치도 제주시 구좌읍 해맞이해안로 2361";33.49031;126.91084
"숙박";"단추스테이";"제주특별자치도 제주시 한림읍 금능리 1593";"제주특별자치도 제주시 한림읍 금능1길 15-8";33.38833;126.22373
"숙박";"제주펄관광호텔";"제주특별자치도 제주시 연동 277-1";"제주특별자치도 제주시 신대로20길 49";33.483475;126.491264
"숙박";"더캐슬";"제주특별자치도 제주시 애월읍 애월해안로 592";"";33.4782;126.36708
"숙박";"코시롱게스트하우스";"제주특별자치도 서귀포시 성산읍 성산리 178-8";"제주특별자치도 서귀포시 성산읍 성산중앙로37번길 1";33.46319;126.93307
"숙박";"선샤인호텔";"제주도 제주시 조천읍 함덕리 1040";"제주시 조천읍 신북로 481-9";33.54424;126.66184
"숙박";"펄리플러스";"제주특별자치도 제주시 도두1동 1800-1";"제주특별자치도 제주시 도두봉 2길 2";33.50541;126.46997
"숙박";"블랑게스트하우스";"제주특별자치도 서귀포시 표선면 표선리 1821-1";"제주특별자치도 서귀포시 표선면 표선관정로43번길 76-31";33.33356;126.826645
"숙박";"그랜드메르호텔";"제주특별자치도 서귀포시 하예동 460-1";"제주특별자치도 서귀포시 논짓물로 45";33.2395829;126.3863727
"숙박";"엘마르게스트하우스";"제주특별자치도 서귀포시 표선면 표선리 44-6";"제주특별자치도 서귀포시 표선면 표선당포로 17";33.32603;126.84436
"숙박";"팜핑제주";"제주특별자치도 서귀포시 도순동 1303";"제주특별자치도 서귀포시 중산간서로400번길 105";33.2688268;126.4730466
"숙박";"브릭216";"제주특별자치도 서귀포시 대포동 2229-1";"제주특별자치도 서귀포시 이어도로 216";33.240837;126.44346
"숙박";"바다올레";"제주 제주시 한림읍 한수7길 6-3";"제주 제주시 한림읍 한수7길 6-3";33.422974;126.26406
"숙박";"중문스테이";"제주특별자치도 서귀포시 대포동 1695";"제주툭별자치도 서귀포시 중문관광로 288";33.24583;126.429504
"숙박";"달달하우스";"제주특별자치도 제주시 한림읍 협재리 1576";"제주특별자치도 제주시 한림읍 한림로 414-6";33.39821;126.24653
"숙박";"도일모텔";"제주특별자치도 제주시 연동 268-8";"제주특별자치도 제주시 신광로 102";33.4830492;126.4896627
"숙박";"이쁜새이쁘게노래하고펜션";"제주특별자치도 제주시 한림읍 협재리 2082-2";"제주특별자치도 제주시 한림읍 협재로 68-5";33.3922895;126.2472499
"숙박";"끄라비펜션";"제주특별자치도 서귀포시 토평동 1729-4";"제주특별자치도 서귀포시 토평로148번길 28";33.28441;126.57967
"숙박";"제주도유";"제주특별자치도 제주시 조천읍 신촌리 588-1";"제주특별자치도 제주시 조천읍 신촌10길 40";33.532528;126.62616
"숙박";"범섬풍경";"제주특별자치도 서귀포시 호근동 1586-3";"제주특별자치도 서귀포시 속골로 26";33.242146;126.52973
"숙박";"블라제리조트";"제주특별자치도 서귀포시 표선면 가시리 3171";"제주특별자치도 서귀포시 표선면 녹산로 274";33.3791145;126.7469589
"숙박";"섭지코지하우스";"제주특별자치도 서귀포시 성산읍 고성리 192";"제주특별자치도 서귀포시 성산읍 신양로122번길 24";33.4445754;126.9095025
"숙박";"천상의노을";"제주특별자치도 제주시 애월읍 신엄리 2839-1";"제주특별자치도 제주시 애월읍 애월해안로 424";33.4738614;126.3532006
"숙박";"제주와요펜션";"제주특별자치도 제주시 조천읍 조천리 2282";"제주특별자치도 제주시 조천읍 조천남4길 4";33.5329839;126.6386315
"숙박";"제주의시간은느리다";"제주특별자치도 제주시 구좌읍 상도리 631";"제주특별자치도 제주시 구좌읍 상도로 30-4";33.511997;126.864235
"숙박";"마당돌펜션";"제주특별자치도 서귀포시 대정읍 무릉리 3878-8";"제주특별자치도 서귀포시 대정읍 노을해안로 410";33.25609;126.190796
"숙박";"해변산책펜션";"제주특별자치도 제주시 애월읍 곽지리 1622-29";"제주특별자치도 제주시 애월읍 곽지9길 7";33.4519929;126.308092
"숙박";"눈먼고래";"제주특별자치도 제주시 조천읍 조천리 3080-2";"제주특별자치도 제주시 조천읍 조천7길 19-12";33.538532;126.63454
"숙박";"제주올레펜션";"제주특별자치도 서귀포시 남원읍 신흥리 2098";"제주특별자치도 서귀포시 남원읍 원님로 473";33.345985;126.74921
"숙박";"디스이즈핫";"제주특별자치도 제주시 구좌읍 하도리 59-1";"제주특별자치도 제주시 구좌읍 하도15길 153-5";33.5131782;126.8973861
"숙박";"로그밸리";"제주특별자치도 제주시 애월읍 소길리 966-1";"제주특별자치도 제주시 애월읍 소길남길 190-19";33.4169117;126.3756972
"숙박";"킹스통나무";"제주특별자치도 제주시 애월읍 납읍리 124";"제주특별자치도 제주시 애월읍 도치돌길 279-1";33.4108192;126.3644577
"숙박";"아림민박";"제주특별자치도 제주시 용담삼동 2383";"제주특별자치도 제주시 서해안로 456-8";33.5179022;126.4891045
"숙박";"하늘타리펜션";"제주특별자치도 제주시 외도이동 1991";"제주특별자치도 제주시 연대마을길 59";33.4938535;126.4245732
"숙박";"그린나래";"제주도 서귀포시 성산읍 수산리 3251";"제주도 서귀포시 성산읍 서성일로 615";33.42784;126.8509
"숙박";"제주성산아일랜드";"제주특별자치도 서귀포시 성산읍 수산리 3988-3";"제주특별자치도 서귀포시 성산읍 금백조로131번길 176";33.4311796;126.8443512
"숙박";"종달스토리";"제주특별자치도 제주시 구좌읍 종달리 814-16";"제주특별자치도 제주시 구좌읍 종달논길 61-7";33.49175;126.90021
"숙박";"뿌리게스트하우스";"제주특별자치도 제주시 한경면 용수리 3047-3";"제주특별자치도 제주시 한경면 용수1길 3";33.3205785;126.1778439
"숙박";"해변여행";"제주특별자치도 제주시 애월읍 하귀2리 2726";"제주특별자치도 제주시 애월읍 가문동길 41-2";33.486088;126.392105
"숙박";"갯바위펜션";"제주특별자치도 서귀포시 하예동 1747";"제주특별자치도 서귀포시 하예하동로 37";33.2335467;126.3727955
"숙박";"달집게스트하우스";"제주특별자치도 제주시 구좌읍 종달리 953";"제주특별자치도 제주시 구좌읍 종달논길 32-3";33.493687;126.901054
"숙박";"제주에살다";"제주특별자치도 서귀포시 성산읍 온평리 1118-2";"제주특별자치도 서귀포시 성산읍 온평포구로62번길 37";33.399765;126.90398
"숙박";"푸르미르 펜션";"제주특별자치도 서귀포시 성산읍 성산리 368";"제주특별자치도 서귀포시 성산읍 한도로 207";33.46819;126.93005
"숙박";"스톤성민박";"제주특별자치도 서귀포시 색달동 2366";"제주특별자치도 서귀포시 일주서로 866";33.25879;126.418106
"숙박";"제주 야원독채펜션";"제주특별자치도 제주시 조천읍 선흘리 2044-2";"제주특별자치도 제주시 조천읍 선교로 211-19";33.48445;126.70247
"숙박";"포지타노인제주";"제주특별자치도 서귀포시 성산읍 신천리 287";"제주특별자치도 서귀포시 성산읍 신천서로 27-5";33.3429821;126.8511337
"숙박";"오랑제리펜션";"제주특별자치도 서귀포시 법환동 680-1";"제주특별자치도 서귀포시 법환상로2번길 58";33.2446817;126.5145411
"숙박";"제주를여행하는히치하이커를위한안내소";"제주특별자치도 제주시 용담3동 519-11";"제주특별자치도 제주시 용마로4길 5";33.515755;126.50593
"숙박";"수앤수가족호텔";"제주시 애월읍 신엄리 2946-4";"제주시 애월읍 부룡수길 60";33.466335;126.36889
"숙박";"약천골민박";"제주특별자치도 서귀포시 하원동 1715-1";"제주특별자치도 서귀포시 이어도로 303";33.2432923;126.4519616
"숙박";"한라궁";"제주특별자치도 서귀포시 토평동 581-1";"제주특별자치도 서귀포시 정방연로 6";33.24843;126.57835
"숙박";"구름비낭";"제주특별자치도 제주시 한경면 판포리 2606-1";"제주특별자치도 제주시 한경면 판포중2길 15";33.3579152;126.2017684
"숙박";"슬리퍼게스트하우스";"제주도 서귀포시 서귀동 276-14";"제주도 서귀포시 중앙로48번길 17-1";33.249393;126.56361
"숙박";"베이힐 풀앤빌라";"제주특별자치도 서귀포시 하예동 1888";"제주특별자치도 서귀포시 예래로 424";33.24512;126.38528
"숙박";"파도봐 펜션";"제주특별자치도 서귀포시 남원읍 남원리 93-11";"제주특별자치도 서귀포시 남원읍 남태해안로 141";33.28853;126.70413
"숙박";"쉼표있는뜨락";"제주특별자치도 제주시 구좌읍 일주동로 3429";"제주특별자치도 제주시 구좌읍 일주동로 3429";33.517315;126.8838
"숙박";"아이리스호텔";"제주도 서귀포시 서귀동 626-2번지";"솔동산로 16-1";33.243412;126.56391
"숙박";"봄그리고가을호텔&리조트";"제주특별자치도 서귀포시 성산읍 시흥리 205";"제주특별자치도 서귀포시 성산읍 해맞이해안로 2652";33.474014;126.91115
"숙박";"송정게스트하우스";"제주특별자치도 서귀포시 칠십리로 139";"제주특별자치도 서귀포시 칠십리로 139";33.243855;126.56889
"숙박";"디오션힐";"제주특별자치도 서귀포시 안덕면 사계리204";"제주특별자치도 서귀포시 안덕면 사계북로 208";33.2367;126.30894
"숙박";"플레이스 캠프 제주";"제주특별자치도 서귀포시 성산읍 고성리 297-1";"제주특별자치도 서귀포시 성산읍 동류암로 20";33.449944;126.91838
"숙박";"힐링 게스트하우스";"제주특별자치도 제주시 한림읍 금능리 1461";"제주특별자치도 제주시 한림읍 금능6길 23";33.388527;126.23102
"숙박";"제주스웨덴리조트펜션";"제주특별자치도 제주시 한림읍 협재리 12-1";"제주특별자치도 제주시 한림읍 명재로 100-45";33.392481;126.2411472
"숙박";"이찌마루&잠비";"제주특별자치도 제주시 구좌읍 월정리 583-1";"제주특별자치도 제주시 구좌읍 월정1길 54-11";33.555485;126.79351
"숙박";"소낭게스트하우스";"제주특별자치도 제주시 구좌읍 월정리 891-7";"제주특별자치도 제주시 구좌읍 월정1길 1";33.55209;126.791084
"숙박";"비아 제주";"제주특별자치도 제주시 연동 290-36";"제주특별자치도 제주시 삼무로9길 11";33.492687;126.49494
"숙박";"파크빌리지";"제주특별자치도 제주시 애월읍 상귀리 667-5";"제주특별자치도 제주시 애월읍 상귀서길 82-12";33.4651885;126.4053912
"숙박";"가파도상동펜션";"제주특별자치도 서귀포시 대정읍 가파리 209";"제주특별자치도 서귀포시 대정읍 가파로 255";33.174137;126.27002
"숙박";"블루오션";"제주특별자치도 서귀포시 대정읍 가파리 568";"제주특별자치도 서귀포시 대정읍 가파로 53";33.16542;126.272255
"숙박";"꿈꾸는섬 게스트하우스";"제주특별자치도 제주시 조천읍 조천리 2396";"제주특별자치도 제주시 조천읍 조천3길 27-1";33.53595;126.63495
"숙박";"돌담마을";"제주특별자치도 제주시 조천읍 북촌리 1054";"제주특별자치도 제주시 조천읍 북촌남4길 160";33.54263;126.69193
"숙박";"루피게스트하우스";"제주특별자치도 제주시 구좌읍 김녕리 3614";"제주특별자치도 제주시 구좌읍 김녕로 79-2";33.554432;126.7468
"숙박";"조이다이브 게스트하우스";"서귀포시 서호동 728";"서귀포시 중산간동로 83838";33.26082;126.52128
"숙박";"엠버호텔 센트럴";"제주특별자치도 제주시 노형동 928-1";"제주특별자치도 제주시 노연로 24";33.4859312;126.4828144
"숙박";"더아름다운펜션";"제주특별자치도 서귀포시 회수동 670-1";"제주특별자치도 서귀포시 일주서로 632";33.2538393;126.4420593
"숙박";"스토리빌";"제주특별자치도 서귀포시 호근동 1616-2";"제주특별자치도 서귀포시 태평로92번길 39 (호근동)";33.24079;126.53185
"숙박";"통나무파크";"제주특별자치도 제주시 애월읍 납읍리 102";"제주특별자치도 제주시 애월읍 도치돌길 293";33.410244;126.366035
"숙박";"수상한집 광보네";"제주특별자치도 제주시 도련일동 1634-1 2층";"제주특별자치도 제주시 도련3길 14-4 2층";33.5081597;126.5871813
"숙박";"민준채";"제주특별자치도 제주시 한림읍 월령리 349-1";"제주특별자치도 제주시 한림읍 월령3길 27-5";33.377766;126.21604
"숙박";"폴라리스인제주";"제주특별자치도 제주시 애월읍 유수암리 726";"제주특별자치도 제주시 애월읍 유수암동3길 45";33.438095;126.408424
"숙박";"중문햇빛펜션";"제주특별자치도 서귀포시 안덕면 창천리 39-1";"제주특별자치도 서귀포시 안덕면 쇠물도로 14";33.2696174;126.3699416
"숙박";"스토리하우스펜션";"제주특별자치도 제주시 이호일동 320-1";"제주특별자치도 제주시 도리중길 37";33.5019633;126.4632175
"숙박";"제주서울민박";"제주특별자치도 서귀포시 남원읍 태흥리 614-3";"제주특별자치도 서귀포시 남원읍 태위로 970";33.2877269;126.7483291
"숙박";"애월해안누리펜션(구 하얀둥지펜션)";"제주특별자치도 제주시 애월읍 고내리 459";"제주특별자치도 제주시 애월읍 애월해안로 298";33.4704594;126.3416719
"숙박";"제주프렌즈펜션";"제주특별자치도 제주시 한경면 판포리 2842-4";"제주특별자치도 제주시 한경면 판포2길 35";33.3614954;126.2008492
"숙박";"귀덕리2723펜션";"제주도 제주시 한림읍 귀덕리 2723";"제주도 제주시 한림읍 귀덕6길 92-9";33.43557;126.29094
"숙박";"오렌지펜션";"제주특별자치도 제주시 애월읍 수산리 1239-1";"제주특별자치도 제주시 애월읍 하소로 255";33.4599;126.39137
"숙박";"제주잔잔";"제주특별자치도 서귀포시 보목동 677";"제주특별자치도 서귀포시 칠십리로485번길 15-17";33.2426363;126.600949
"숙박";"몽돌바당";"제주특별자치도 제주시 내도동 606-1";"제주특별자치도 제주시 내도3길 10";33.494644;126.4396
"숙박";"나비스호텔";"제주특별자치도 제주시 애월읍 하귀2리 2749-3";"제주특별자치도 제주시 애월읍 애월해안로 885";33.4862269;126.3916298
"숙박";"리틀포레스트";"제주특별자치도 제주시 도평동 1191-3";"제주특별자치도 제주시 사라길 126";33.476444;126.45143
"숙박";"가파도민박";"제주특별자치도 서귀포시 대정읍 가파리 559-1";"제주특별자치도 서귀포시 대정읍 가파로67번길 5";33.166195;126.27303
"숙박";"소람민박";"제주특별자치도 서귀포시 법환동 629-7";"제주특별자치도 서귀포시 법환상로2번길 47";33.2442;126.51558
"숙박";"아델리아빌";"제주특별자치도 제주시 내도동 364-15";"제주특별자치도 제주시 내도9길 8-15";33.4937692;126.4443036
"숙박";"저스트슬립제주";"제주특별자치도 서귀포시 대정읍 무릉리 3845-3";"제주특별자치도 서귀포시 대정읍 무릉중앙로21번길 158-28";33.270264;126.2004199
"숙박";"해피데이";"제주특별자치도 제주시 한림읍 협재리 1424";"제주특별자치도 제주시 한림읍 한림로 423";33.3993265;126.2468661
"숙박";"제주올레캐슬휴양펜션";"제주도 제주시 조천읍 북촌리 382";"";33.552395;126.70165
"숙박";"올레해오름펜션";"제주특별자치도 제주시 애월읍 광령리 2812-2";"제주특별자치도 제주시 애월읍 광령평화2길 142-19";33.4322775;126.4329879
"숙박";"그림같은풍경";"제주도 서귀포시 대정읍 신도리 2413";"제주도 서귀포시 대정읍 노을해안로 600";33.26862;126.179146
"숙박";"블루펄";"제주특별자치도 서귀포시 호근동 1616-1";"제주특별자치도 서귀포시 태평로92번길 35";33.2412;126.5319536
"숙박";"하워드존슨 제주 연동 호텔";"제주특별자치도 제주시 연동 281-26";"제주특별자치도 제주시 삼무로 57";33.49002;126.492874
"숙박";"롯데리조트아트빌라스";"제주특별자치도 서귀포시 색달동 301";"제주특별자치도 서귀포시 색달중앙로252번길 124";33.289387;126.4132
"숙박";"굿데이 펜션";"제주특별자치도 서귀포시 서홍동 754-1";"제주특별자치도 서귀포시 남성로115번길 2";33.2539385;126.5595922
"숙박";"글라라의집";"제주특별자치도 서귀포시 안덕면 사계리 2019-6";"제주특별자치도 서귀포시 안덕면 사계남로 211";33.232094;126.3087
"숙박";"노블레스호텔";"제주특별자치도 제주시 연동 278-1";"제주특별자치도 제주시 연동8길 31";33.483011;126.4908156
"숙박";"여울목게스트하우스(월정리)";"제주특별자치도 제주시 구좌읍 월정리 662-1";"제주특별자치도 제주시 구좌읍 월정중길 51";33.5587;126.794106
"숙박";"1915 지오하우스";"제주특별자치도 서귀포시 성산읍 성산리 235-2";"제주특별자치도 서귀포시 성산읍 성산등용로 14";33.465214;126.93313
"숙박";"파인비치";"제주특별자치도 서귀포시 남원읍 태흥리 385";"제주특별자치도 서귀포시 남원읍 태위로 976-10";33.2922889;126.7393618
"숙박";"함덕삼다펜션";"제주특별자치도 제주시 조천읍 함덕리 1252-38";"제주특별자치도 제주시 조천읍 조함해안로 488";33.5427361;126.664953
"숙박";"안나106";"제주특별자치도 서귀포시 성산읍 고성리 2227-1";"제주특별자치도 서귀포시 성산읍 산성효자로 106";33.44773;126.90278
"숙박";"루하우스";"제주특별자치도 서귀포시 표선면 표선리 2390-5";"제주특별자치도 서귀포시 표선면 민속해안로119번길 8";33.307262;126.81284
"숙박";"호텔컬리넌제주";"제주특별자치도 제주시 연동 284-8";"제주특별자치도 제주시 사장1길 26";33.4853573;126.4928515
"숙박";"해호텔";"제주특별자치도 제주시 용담삼동 1161";"제주특별자치도 제주시 서해안로 526";33.5197387;126.495252
"숙박";"일출봉관광호텔";"제주특별자치도 서귀포시 성산읍 성산리 261-2";"제주특별자치도 서귀포시 성산읍 한도로 244";33.466133;126.93354
"숙박";"늘바다통나무펜션";"제주특별자치도 서귀포시 안덕면 창천리 901-6";"제주특별자치도 서귀포시 안덕면 대평로 38";33.237247;126.3636731
"숙박";"올레관광호텔";"제주특별자치도 제주시 삼도1동 580-31";"제주특별자치도 제주시 서광로 254";33.49953;126.52372
"숙박";"루스톤빌라앤호텔";"제주특별자치도 제주시 애월읍 고내리 71";"제주특별자치도 제주시 애월읍 애월해안로 406";33.471367;126.35257
"숙박";"제주락";"제주특별자치도 서귀포시 법환동 1540";"제주특별자치도 서귀포시 월드컵로 203";33.231606;126.50631
"숙박";"온평가 민박";"제주특별자치도 서귀포시 성산읍 온평리 1463-2 온평가 민박";"제주특별자치도 서귀포시 성산읍 온평포구로 20 (온평리) 온평가 민박";0.0;0.0
"숙박";"세화맨션";"제주특별자치도 제주시 구좌읍 세화리 1477-38";"제주특별자치도 제주시 구좌읍 세화7길 17-10";33.52324;126.86076
"숙박";"흰수염고래리조트";"제주특별자치도 제주시 애월읍 구엄리 941";"제주특별자치도 제주시 애월읍 일주서로 6818";33.474884;126.38051
"숙박";"서귀포통나무집";"제주특별자치도 서귀포시 보목동 425";"제주특별자치도 서귀포시 칠십리로503번길 1";33.2423359;126.6042263
"숙박";"유러하우스";"제주특별자치도 서귀포시 법환동 1523-1";"제주특별자치도 서귀포시 막숙포로 136";33.2318082;126.50878
"숙박";"란펜션";"제주특별자치도 제주시 용담삼동 997-1";"제주특별자치도 제주시 용마서1길 19-2";33.5155248;126.5045608
"숙박";"오션트리";"제주특별자치도 서귀포시 강정동 702-2";"제주특별자치도 서귀포시 월드컵로 188";33.2330519;126.5055822
"숙박";"라마다 앙코르 서귀포 이스트 호텔";"제주특별자치도 서귀포시 서호동 1522-2";"제주특별자치도 서귀포시 서호중로 65";33.27844;126.51699
"숙박";"바다애펜션";"제주특별자치도 제주시 애월읍 하귀1리 1650-1";"제주특별자치도 제주시 애월읍 하귀12길 39";33.487774;126.40871
"숙박";"실크로드펜션";"제주특별자치도 제주시 용담삼동 1016";"제주특별자치도 제주시 용해로 21-6";33.5148485;126.5035025
"숙박";"에띠에리조트";"제주특별자치도 서귀포시 강정동 2503-1";"제주특별자치도 서귀포시 이어도로 738";33.2352943;126.4942854
"숙박";"하늘고래";"제주특별자치도 제주시 한림읍 협재리 1436";"제주특별자치도 제주시 한림읍 협재1길 59-4";33.399406;126.24615
"숙박";"제주R호텔서귀포점";"제주특별자치도 서귀포시 중정로 14(서귀동)";"제주특별자치도 서귀포시 중정로 14(서귀동)";33.24799;126.562355
"숙박";"제주메이플호텔";"제주특별자치도 제주시 노형동 912-12";"제주특별자치도 제주시 원노형3길 41";33.4865192;126.4817631
"숙박";"아마레펜션";"제주 서귀포시 남원읍 남원리 2355-2";"제주도 서귀포시 남원읍 태위로 551-3";33.27592;126.705765
"숙박";"소라담하우스";"제주특별자치도 제주시 조천읍 신촌리 1678-9";"제주특별자치도 제주시 조천읍 신촌남8길 10";33.5301815;126.6225493
"숙박";"비치스토리호텔";"제주특별자치도 제주시 조천읍 함덕리 1252-10";"제주특별자치도 제주시 조천읍 조함해안로 492-5";33.5421088;126.6654665
"숙박";"브리즈베이호텔";"제주특별자치도 서귀포시 성산읍 성산리 382-6";"제주특별자치도 서귀포시 성산읍 성산등용로 42";33.46654;126.93076
"숙박";"연이네다락방 게스트하우스";"제주특별자치도 제주시 구좌읍 동복리 1477-1";"제주특별자치도 제주시 구좌읍 동복로 56-3";33.552475;126.712326
"숙박";"알로하민박";"제주특별자치도 제주시 한림읍 협재리 1660-1";"제주특별자치도 제주시 한림읍 협재1길 24";33.397243;126.24328
"숙박";"노을과 포도향기";"제주특별자치도 제주시 애월읍 하가리 131";"제주특별자치도 제주시 애월읍 신상로 238-2";33.4511838;126.3655877
"숙박";"메이저호텔";"제주특별자치도 제주시 연동 278-8";"제주특별자치도 제주시 사장3길 36";33.4830253;126.4911069
"숙박";"슴게스트하우스 제주공항점";"제주특별자치도 제주시 용담일동 2829-1";"제주특별자치도 제주시 서광로5길 2-2";33.5004078;126.5147104
"숙박";"웰리조트";"제주특별자치도 서귀포시 이어도로 297";"제주특별자치도 서귀포시 이어도로 297";33.244152;126.45176
"숙박";"허브펜션 오즈";"제주특별자치도 서귀포시 표선면 표선리 1046-1";"제주특별자치도 서귀포시 표선면 표선백사로58번길 36";33.3183546;126.8337885
"숙박";"로그하우스";"제주특별자치도 제주시 우도면 연평리 2515-1";"제주특별자치도 제주시 우도면 우도해안길 262";33.50344;126.94304
"숙박";"메종드오조락";"제주특별자치도 서귀포시 성산읍 오조리 561-1";"제주특별자치도 서귀포시 성산읍 오조로 140";33.45794;126.8903
"숙박";"친친하우스";"제주시 조천읍 북촌리 1934-1번지";"";33.52772;126.68665
"숙박";"김녕한옥 용암정원";"제주특별자치도 제주시 구좌읍 김녕리 1437";"제주특별자치도 제주시 구좌읍 김녕로19길 42-6";33.557076;126.75143
"숙박";"나미송 머무는 곳";"제주특별자치도 제주시 애월읍 고성리 875-2";"제주특별자치도 제주시 애월읍 평화로 2476";33.4108019;126.433164
"숙박";"제주KAL호텔";"제주특별자치도 제주시 이도1동 1691-7";"제주특별자치도 제주시 중앙로 151";33.506035;126.526276
"숙박";"제주솔향기펜션";"제주특별자치도 제주시 애월읍 소길동5길 6-60";"제주특별자치도 제주시 애월읍 소길동5길 6-60";33.42659;126.38202
"숙박";"제주야자원";"제주특별자치도 서귀포시 표선면 하천리 1385-4";"제주특별자치도 서귀포시 표선면 풍천로273번길 143-13";33.3608877;126.8245549
"숙박";"호텔 더블유 신제주점(hotel W)";"제주특별자치도 제주시 연동 273-36";"제주특별자치도 제주시 은남4길 42";33.4865472;126.4913557
"숙박";"와락 게스트하우스";"제주특별자치도 제주시 구좌읍 평대리 3346-10";"제주특별자치도 제주시 구좌읍 세평항로 45-4";33.5275;126.85471
"숙박";"물메랑";"제주특별자치도 제주시 애월읍 수산리 797-1";"제주특별자치도 제주시 애월읍 수산북길 3";33.4721057;126.3913346
"숙박";"드림캐슬";"제주특별자치도 서귀포시 남원읍 태흥리 1082";"제주특별자치도 서귀포시 남원읍 남태해안로 364";33.2922889;126.7393618
"숙박";"토끼섬게스트하우스";"제주특별자치도 제주시 구좌읍 하도리 368-4";"제주특별자치도 제주시 구좌읍 문주란로 121";33.52213;126.89419
"숙박";"오션하우스";"제주특별자치도 서귀포시 안덕면 사계리 123";"제주특별자치도 서귀포시 안덕면 사계남로216번길 42";33.2347618;126.3100431
"숙박";"올리수펜션";"제주특별자치도 서귀포시 중문동 2168-6";"제주특별자치도 서귀포시 중문로5번길 16";33.2514303;126.4348243
"숙박";"메이더호텔";"제주특별자치도 제주시 구좌읍 동복리 1652-2";"제주특별자치도 제주시 구좌읍 일주동로 1626";33.5517026;126.7067636
"숙박";"제주금산펜션";"제주특별자치도 제주시 애월읍 납읍리 1526-5";"제주특별자치도 제주시 애월읍 납읍로2길 40";33.432343;126.33806
"숙박";"휘닉스 제주 섭지코지";"제주특별자치도 서귀포시 성산읍 고성리 127-2";"제주특별자치도 서귀포시 성산읍 섭지코지로 107";33.430576;126.92777
"숙박";"보물섬";"제주특별자치도 서귀포시 성산읍 성산리 252-1번지";"제주특별자치도 서귀포시 성산읍 한도로242번길 10-11";33.466354;126.93157
"숙박";"삼보민박";"제주특별자치도 제주시 한림읍 월림리 2091";"제주특별자치도 제주시 한림읍 명월성로 627";33.3546225;126.2569931
"숙박";"탱자탱자게스트하우스";"제주특별자치도 제주시 애월읍 애월리 1809";"제주특별자치도 제주시 애월읍 애월로9길 69";33.4662;126.31837
"숙박";"제주스테이비우다";"제주특별자치도 서귀포시 색달동 1534";"제주특별자치도 서귀포시 색달중앙로121번길 45";33.2651183;126.4092475
"숙박";"라오체리조트";"제주특별자치도 서귀포시 강정동 852-1";"제주특별자치도 서귀포시 이어도로 763 (강정동)";33.236057;126.49679
"숙박";"고망난돌민박가든";"제주특별자치도 서귀포시 성산읍 신천리 79";"제주특별자치도 서귀포시 성산읍 일주동로 5464";33.353104;126.857895
